url;external_sku;name;length;dimension;weight;Meters;Dealer;Distributor;Inne;Commodity codes;GTIN-13;Kategoria;GTIN-14;Ilość w domu;Puste;short_description;description
https://am-robots.com/pl/shop/connectors/scotchlock/;54691298;314 Złącze;100 szt.;46*30*24;0,4;Connect 3 wires (Waterproff);30,6;24,3;;8547200090;5744003720224;Łączniki;15744003720177;0;;"<p><strong><br>
Złącze 314 jest najczęściej stosowanym złączem w instalacjach podziemnych. </strong></p>
<p>To złącze jest używane do wielu celów, ale jest najczęściej używany do podziemnego połączenia z przewodem granicznym. Możliwości zastosowania tego niebieskiego złącza są nieograniczone.</p>
<p> </p>
<ul class=""a-unordered-list a-vertical a-spacing-none"">
<li><span class=""a-list-item"">Złącze posiada biały korpus i niebieską osłonę. Służy do zapewnienia izolowanego połączenia dla 2 do 3 przewodów.</span></li>
<li><span class=""a-list-item"">Użyj tego produktu z olejem mineralnym, aby stworzyć szczelne uszczelnienie odporne na wilgoć.</span></li>
<li><span class=""a-list-item"">Złącze izolowane przeznaczone jest do pracy z przewodami pełnymi/żyłowymi o przekroju 22-14 AWG.</span></li>
<li><span class=""a-list-item"">Odporność na korozję zapewnia cynowanie elementu, który jest wykonany z wysokiej jakości mosiądzu zapewniającego dobrą przewodność.</span></li>
<li><span class=""a-list-item"">Odpowiednie do stosowania w temperaturach do 221°F (105°C)</span></li>
</ul>";"<h2>Opis</h2>

<p>100 sztuk w jednym worku - Oryginalny numer części: 501 98 02-03</p>
<p>Dla kabla 3,8 mm: W przypadku instalacji powyżej 800 metrów należy postępować zgodnie z tymi wskazówkami dotyczącymi instalacji <a href=""https://youtu.be/e1Zb1do2QBA""><strong>wideo</strong></a></p>"
https://am-robots.com/pl/shop/garages/alpine-garage-nature/;38874298;Garaż alpejski - natura;;77*79*15;13;Medium and Small robots garage  (RTK);109,65;94,5;;44 21 99 99 99;5744003720019;Garaże;;1;;"<p><strong>Alpine Garage od AM ROBOTS to garaż dla średnich i małych robotów. Wykonany jest <u>z wysokiej jakości</u> i trwałego drewna i posiada inteligentny schowek na akcesoria i narzędzia dla robota.</strong></p>
<p>Uzyskaj swobodny dostęp do panelu sterowania poprzez otwarcie dachu. Garaż pasuje do większości ogrodów i może być pomalowany przez klientów na dowolny kolor.  Jest niezwykle łatwy w konfiguracji i można go zainstalować w ciągu 10 minut.</p>
<ul>
<li><strong>Szybki i łatwy montaż</strong></li>
<li><strong>RTK-Ready </strong></li>
<li><strong>Ochrona przed promieniowaniem UV i warunkami atmosferycznymi</strong></li>
<li><strong>Miejsce do przechowywania pod dachem</strong></li>
<li><strong>Łatwy dostęp do panelu sterowania od góry</strong></li>
<li><strong>2 lata gwarancji</strong></li>
<li><strong>Kolor naturalny</strong></li>
</ul>
<p>Ten garaż przedłuży żywotność Twojego robota nawet o 20% dzięki całkowitemu osłonięciu, świetnemu przepływowi powietrza i unikaniu bezpośredniego światła słonecznego.</p>
<p>Poniżej można zobaczyć, który robot pasuje do naszego garażu.</p>
<p><strong>Wymiary drzwi: Szerokość: 53cm, Wysokość: 30cm</strong><br>
<strong>Długość garażu: 78,5 cm</strong></p>
<p> </p>
<p><iframe data-placeholder-image=""https://am-robots.com/wp-content/uploads/complianz/placeholders/youtubempLYhwmf1Jw-maxresdefault.webp"" data-category=""marketing"" data-service=""youtube"" class=""cmplz-placeholder-element cmplz-iframe cmplz-iframe-styles cmplz-video"" data-cmplz-target=""src"" data-src-cmplz=""https://www.youtube.com/embed/mpLYhwmf1Jw?feature=oembed"" title=""Alpine Garage - Nature"" width=""1080"" height=""608"" src=""about:blank"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></p>";"<h2>Opis</h2>

<p><strong>Robot i garaż – przegląd –</strong> <a href=""https://am-robots.com/wp-content/uploads/2025/10/AM-Garages-robot-compatibility-2025.xlsx""> <strong>Kliknij tutaj</strong></a></p>
<p><strong><a href=""/pl/contact-us/"">Skontaktuj się z nami,</a> jeśli masz wątpliwości, które modele pasują do tego garażu, lub zobacz wymiary bramy powyżej.</strong></p>
<p>Sugerujemy pokrycie garażu warstwą farby lub oleju 2-3 razy w ciągu 5-7 lat (żywotność robota), aby zachować wysokiej jakości wygląd garażu. Częstotliwość konserwacji zależy od klimatu.</p>"
https://am-robots.com/pl/shop/garages/ambrogio-400l-garage/;38989998;Ambrogio 400L Garaż;; ;10;Fits Ambrogio robots L400;950;850;;7606123000;5744003720118;Garaże;;0;;"<p> </p>
<p><strong>Oferujemy te garaże dla L400 i będziemy w stanie zrobić to w niestandardowych kolorach.</strong></p>
<p>Proszę napisać do nas w sprawie specyfikacji i opcji dostawy.</p>";
https://am-robots.com/pl/shop/garages/am-garage-1/;38501696;AM Garaż 1;M;80*58,6*6,5;6;Budget garage/ Medium size/ UV protected  (RTK);51;41;;9403700000;5744003721498;Garaże;;1;;"<p> </p>
<p><strong>Nasz średniej wielkości AM Garage 1 jest wyposażony w przyciemniany dach, zapewniający dodatkową ochronę przed słońcem.</strong></p>
<ul>
<li><strong>Pasuje do wszystkich robotów o powierzchni do 5.000m2</strong></li>
<li><strong>RTK-Ready</strong></li>
<li><strong>Łatwy montaż</strong></li>
<li><strong>Przyciemniany dach</strong></li>
<li><strong>Wysokiej jakości rama ze stali nierdzewnej</strong></li>
<li><strong>Świetny stosunek jakości do ceny</strong></li>
<li><strong>Nie wymaga konserwacji przez długi czas</strong></li>
</ul>
<p> </p>
<p><iframe data-placeholder-image=""https://am-robots.com/wp-content/uploads/complianz/placeholders/youtubeFVv1frM85tE-maxresdefault.webp"" data-category=""marketing"" data-service=""youtube"" class=""cmplz-placeholder-element cmplz-iframe cmplz-iframe-styles cmplz-video"" data-cmplz-target=""src"" data-src-cmplz=""https://www.youtube.com/embed/FVv1frM85tE?feature=oembed"" title=""AM Garage 1"" width=""1080"" height=""608"" src=""about:blank"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></p>";
https://am-robots.com/pl/shop/garages/am-garage-1/;38501697;AM Garaż 1;L;104*74*7;9;Budget garage/ Big size  (RTK);63,75;51;;9403700000;5744003720088;Garaże;;1;;"<p> </p>
<p><strong>Nasz średniej wielkości AM Garage 1 jest wyposażony w przyciemniany dach, zapewniający dodatkową ochronę przed słońcem.</strong></p>
<ul>
<li><strong>Pasuje do wszystkich robotów o powierzchni do 5.000m2</strong></li>
<li><strong>RTK-Ready</strong></li>
<li><strong>Łatwy montaż</strong></li>
<li><strong>Przyciemniany dach</strong></li>
<li><strong>Wysokiej jakości rama ze stali nierdzewnej</strong></li>
<li><strong>Świetny stosunek jakości do ceny</strong></li>
<li><strong>Nie wymaga konserwacji przez długi czas</strong></li>
</ul>
<p> </p>
<p><iframe data-placeholder-image=""https://am-robots.com/wp-content/uploads/complianz/placeholders/youtubeFVv1frM85tE-maxresdefault.webp"" data-category=""marketing"" data-service=""youtube"" class=""cmplz-placeholder-element cmplz-iframe cmplz-iframe-styles cmplz-video"" data-cmplz-target=""src"" data-src-cmplz=""https://www.youtube.com/embed/FVv1frM85tE?feature=oembed"" title=""AM Garage 1"" width=""1080"" height=""608"" src=""about:blank"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></p>";
https://am-robots.com/pl/shop/garages/bigmow-sponsor-home/;38999998;BIGMOW - Sponsor Home;;162*67*33;48;Fits all BIGMOW models, sponsor options;1399;1200;;46 21 99 99 99;5744003720125;Garaże;;0;;"<p> </p>
<p><strong>AM ROBOTS przedstawia najlepszy dom dla Bigmow, zbudowany z niezwykle trwałego materiału, który chroni przed piłkami nożnymi i włamywaczami.</strong></p>
<p>Dom sponsora Bigmow to garaż o wyjątkowym wyglądzie. Garaż pasuje do stacji dokującej Bigmow i ma idealną powierzchnię do sponsorowania.  Może to być wykorzystane na przykład do promowania instalatorów robotów lub generowania przychodów z reklam od sponsorów.</p>
<p>Na życzenie klienta możemy zaprojektować garaż w dowolnym kolorze lub specjalnym wzorze dopasowanym do potrzeb każdego klienta.</p>
<p>Garaż zwiększa żywotność robota i jest dobrą inwestycją biorąc pod uwagę cenę Bigmow.</p>
<ul>
<li><strong>Silna budowa</strong></li>
<li><strong>Opcje sponsorskie</strong></li>
<li><strong>Duńskie wzornictwo</strong></li>
<li><strong>Zwiększa żywotność robota</strong><strong><br>
</strong></li>
</ul>
<p><strong>Działa dla: Wszystkie modele Bigmow<br>
Wymiary garażu: 159cm x 150cm x 66cm </strong></p>
<p> </p>";"<h2>Opis</h2>

<ul>
<li>Silna budowa</li>
<li>Opcje sponsorskie</li>
<li>Duńskie wzornictwo</li>
<li>Zwiększa żywotność robota</li>
</ul>"
https://am-robots.com/pl/shop/garages/c-home/;38501699;C-Home (kompatybilny z Ceora);;160*120*80;35;Perfect garage for the Ceora Robot;1200;1199;;7606123000;5744003721634;Garaże;;0;;"<p><strong>Garaż ten idealnie pasuje do kosiarki Husqvarna Automower Ceora.</strong></p>
<p>Garaż zapewnia potrzebne schronienie, aby przedłużyć żywotność robota i jest produkowany z wysokiej jakości 3-warstwowego aluminium.</p>
<p>Model Ceora jest drogim robotem, więc dlaczego nie chronić inwestycji w kosiarkę automatyczną przez długi czas? Uważamy, że C-Home jest niezbędny dla wszystkich modeli Ceora.</p>
<p>Jest on dostępny z dodatkowym schowkiem, w którym znajduje się łatwa do podłączenia zewnętrzna wtyczka zasilająca, narzędzia potrzebne do konserwacji robota i oczywiście schowek na wszystkie potrzebne narzędzia.</p>
<p> </p>
<ul>
<li>Wydłuża czas użytkowania robota</li>
<li>Zewnętrzny adapter zasilania</li>
<li>2 lata gwarancji</li>
</ul>";
https://am-robots.com/pl/shop/garages/flowerpot-2in1-garage-from-am-robots/;38981098;Garaż na doniczki 2w1 - biały;;;;Flower pot garage;109,65;94,5;;;;;;0;;"<p> </p>
<p><strong>AM ROBOTS prezentuje pierwszy na rynku garaż w kształcie doniczki, który ukrywa robota poza zasięgiem wzroku.</strong></p>
<p>Garaż doniczkowy jest wyjątkowy, ponieważ umożliwia sadzenie kwiatów lub warzyw na jego dachu, tak jak w zwykłym kwietniku.</p>
<p>Ta charakterystyczna cecha pozwala na kreatywność i umożliwia ukrycie kosiarki-robota poza zasięgiem wzroku.</p>
<p>Chroni on stację dokującą i robota-kosiarkę przed warunkami atmosferycznymi, wydłużając żywotność robota o kilka lat.</p>
<ul>
<li class=""p1""><strong>RTK-Ready</strong></li>
<li class=""p1""><strong>Wszystkie elementy drewniane posiadają podwójną powłokę ochronną</strong></li>
<li class=""p1""><strong>Nie wymaga konserwacji przez dłuższy czas</strong></li>
<li><strong>Instalacja w kilka minut</strong></li>
<li><strong>Doniczka i garaż w jednym</strong></li>
<li class=""p1""><strong>2 lata gwarancji</strong></li>
</ul>
<p><strong>Wymiary drzwi: </strong> <strong>Szerokość: 67cm </strong> <strong>Wysokość: 40cm<br>
Długość: 104cm</strong></p>
<p><iframe data-placeholder-image=""https://am-robots.com/wp-content/uploads/complianz/placeholders/youtubenY_2mxC7YcE-maxresdefault.webp"" data-category=""marketing"" data-service=""youtube"" class=""cmplz-placeholder-element cmplz-iframe cmplz-iframe-styles cmplz-video"" data-cmplz-target=""src"" data-src-cmplz=""https://www.youtube.com/embed/nY_2mxC7YcE?feature=oembed"" title=""AM ROBOTS Flower Pot Garage 2in1 || The Worlds First Flower Pot Garage"" width=""1080"" height=""608"" src=""about:blank"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></p>
<p> </p>";"<h2>Opis</h2>

<p><strong>Robot i garaż – przegląd –</strong> <a href=""https://am-robots.com/wp-content/uploads/2025/10/AM-Garages-robot-compatibility-2025.xlsx""> <strong>Kliknij tutaj</strong></a></p>
<p><strong>Waga</strong>: 20 kg</p>
<p><strong><a href=""/pl/contact-us/"">Skontaktuj się z nami,</a> jeśli masz wątpliwości, które modele pasują do tego garażu lub zobacz wymiary bramy powyżej.</strong></p>
<p>Sugerujemy pokrycie garażu warstwą farby lub oleju 2-3 razy w ciągu 5-7 lat (żywotność robota), aby zachować wysokiej jakości wygląd garażu. Częstotliwość konserwacji zależy od klimatu.</p>"
https://am-robots.com/pl/shop/garages/my-robot-home-compact-white-grey/;38981089;Mój robot domowy Compact;;76*83*52,5;12;Auto-Mechanical door for Small robots (RTK);174,25;139,5;;47 21 99 99 99;5744003721092;Garaże;;3;;"<p><strong>Znany garaż Highline firmy AM ROBOTS w mniejszej i kompaktowej wersji dla wszystkich średnich i małych robotów. </strong></p>
<p>Drzwi działają na zasadzie mechanicznej i nie wymagają timera ani instalacji elektrycznej.<br>
MY ROBOT HOME COMPACT jest wyposażony w etykietę z nazwą, światło słoneczne, okna i drzwi z białymi panelami, które nadają mu wysokiej klasy wygląd.<strong> </strong></p>
<p>Garaż chroni robota i przedłuża jego żywotność o kilka lat.</p>
<p>O:</p>
<ul>
<li><strong>Światło słoneczne</strong></li>
<li><strong>RTK-Ready</strong></li>
<li><strong>Pasuje do średnich i małych kosiarek automatycznych</strong></li>
<li><strong>Drzwi mechaniczne, które otwierają się i zamykają automatycznie</strong></li>
<li><strong>Szybko rosnące drewno</strong></li>
<li><strong>2 lata gwarancji</strong></li>
<li><strong>Chroni robota przez cały rok</strong></li>
<li><strong>Dostęp do robota od góry</strong></li>
</ul>
<p> </p>
<p>Wymiary garażu: 76 cm x 86 cm x 52,5 cm</p>
<p>Rozmiar bramy garażowej: 55 cm x 31 cm</p>
<p> </p>
<p><iframe data-placeholder-image=""https://am-robots.com/wp-content/uploads/complianz/placeholders/youtubeNgcD_VKIUqc-maxresdefault.webp"" data-category=""marketing"" data-service=""youtube"" class=""cmplz-placeholder-element cmplz-iframe cmplz-iframe-styles cmplz-video"" data-cmplz-target=""src"" data-src-cmplz=""https://www.youtube.com/embed/NgcD_VKIUqc?feature=oembed"" title=""My Robot Home Compact"" width=""1080"" height=""608"" src=""about:blank"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></p>
<p> </p>
<p><strong>Instrukcja wideo – Jak to złożyć:</strong></p>
<p>Obejrzyj <a href=""https://youtu.be/q9Kab2z5qfU?si=_YHOreTBAuY0_GyJ"">film tutaj </a></p>
<p> </p>
<p> </p>";"<h2>Opis</h2>

<p><strong>Robot i garaż – przegląd –</strong> <a href=""https://am-robots.com/wp-content/uploads/2025/10/AM-Garages-robot-compatibility-2025.xlsx""> <strong>Kliknij tutaj</strong></a></p>
<p><strong>Farba:</strong> Farba na bazie wody, Pantone 421C</p>
<p><strong><a href=""/pl/contact-us/"">Skontaktuj się z nami,</a> jeśli masz wątpliwości, które modele pasują do tego garażu, lub zobacz wymiary bramy powyżej.</strong></p>
<p>Sugerujemy pokrycie garażu warstwą farby lub oleju 2-3 razy w ciągu 5-7 lat (żywotność robota), aby zachować wysokiej jakości wygląd garażu. Częstotliwość konserwacji zależy od klimatu.</p>"
https://am-robots.com/pl/shop/garages/my-robot-home-plus/;38981097;MY ROBOT HOME PLUS;;119*73*20;30;Auto-Mechanical Door - BESTSELLER (RTK);220,15;175,5;;44 21 99 99 99;5744003720149;Garaże;;3;;"<p><strong><br>
Kolejny model garażu Highline na rynku kosiarek automatycznych, wyposażony w okna, tabliczkę z nazwą oraz oświetlenie słoneczne nad bramą garażową. </strong></p>
<p>Wszystkie światła w MY ROBOT HOME PLUS są zasilane energią słoneczną.  Nawet drzwi są zmechanizowane, dzięki czemu działają bez elektryczności.</p>
<p>Kolor podstawowy pozwala na przemalowanie na wybrany kolor.</p>
<p>Garaż chroni robota i przedłuża jego żywotność o kilka lat.</p>
<ul>
<li><strong>Światło słoneczne</strong></li>
<li><strong>RTK-Ready </strong></li>
<li><strong>Pasuje do 90% wszystkich kosiarek automatycznych</strong></li>
<li><strong>Drzwi mechaniczne, które o</strong><strong>zamyka się i otwiera automatycznie</strong></li>
<li><strong>Szybko rosnące drewno</strong></li>
<li><strong>2 lata gwarancji</strong></li>
<li><strong>Chroni robota przez cały rok</strong></li>
<li><strong>Dostęp do robota od góry</strong></li>
</ul>
<p>Wymiary garażu: 104 cm x 113 cm x 70 cm<strong><br>
</strong></p>
<p>Rozmiar bramy garażowej: 70 cm x 37 cm</p>
<p><strong> </strong></p>
<p><iframe data-placeholder-image=""https://am-robots.com/wp-content/uploads/complianz/placeholders/youtubeEXks63NIUKY-maxresdefault.webp"" data-category=""marketing"" data-service=""youtube"" class=""cmplz-placeholder-element cmplz-iframe cmplz-iframe-styles cmplz-video"" data-cmplz-target=""src"" data-src-cmplz=""https://www.youtube.com/embed/EXks63NIUKY?feature=oembed"" title=""Robot mower garage: MY ROBOT HOME - Plus. new Model from AM ROBOTS with Mechanical door opener."" width=""1080"" height=""608"" src=""about:blank"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></p>
<p> </p>
<p><strong>Instrukcja wideo – Jak to złożyć:</strong></p>
<p>Garaż montuje się w taki sam sposób jak model My Robot Home Compact. Obejrzyj <a href=""https://youtu.be/q9Kab2z5qfU?si=_YHOreTBAuY0_GyJ"">film tutaj. </a></p>
<p> </p>
<p> </p>";"<h2>Opis</h2>

<p data-pm-slice=""1 1 []""><strong>Robot i garaż – przegląd –</strong> <a href=""https://am-robots.com/wp-content/uploads/2025/10/AM-Garages-robot-compatibility-2025.xlsx""> <strong>Kliknij tutaj</strong></a></p>
<p><strong>Farba:</strong> Farba na bazie wody, Pantone 421C</p>
<p><strong><a href=""/pl/contact-us/"">Skontaktuj się z nami,</a> jeśli masz wątpliwości, które modele pasują do tego garażu, lub zobacz wymiary bramy powyżej.</strong></p>
<p>Sugerujemy pokrycie garażu warstwą farby lub oleju 2-3 razy w ciągu 5-7 lat (żywotność robota), aby zachować wysokiej jakości wygląd garażu. Częstotliwość konserwacji zależy od klimatu.</p>"
https://am-robots.com/pl/shop/garages/my-robot-home-plus-limited-edition/;38983397;MY ROBOT HOME PLUS - edycja limitowana;;;;Auto-Mechanical Door (Limited edition) (RTK);220,15;175,5;;;;;;1;;"<p><strong><br>
Nowy kolor, ale z tymi samymi oknami, tabliczką z nazwą, oświetleniem słonecznym i drzwiami mechanicznymi.</strong></p>
<p>Wszystkie światła w MY ROBOT HOME PLUS są zasilane energią słoneczną.  Nawet drzwi są zaprojektowane mechanicznie, co sprawia, że działają bez elektryczności, więc otwierają się i zamykają automatycznie, gdy robot opuszcza lub przyjeżdża do stacji dokującej.</p>
<p>Garaż chroni robota i przedłuża jego żywotność o kilka lat.</p>
<ul>
<li><strong>Światło słoneczne</strong></li>
<li><strong>RTK-Ready </strong></li>
<li><strong>Pasuje do 90% wszystkich kosiarek automatycznych</strong></li>
<li><strong>Drzwi mechaniczne, które o</strong><strong>zamyka się i otwiera automatycznie</strong></li>
<li><strong>Szybko rosnące drewno</strong></li>
<li><strong>2 lata gwarancji</strong></li>
<li><strong>Chroni robota przez cały rok</strong></li>
<li><strong>Dostęp do robota od góry</strong></li>
</ul>
<p>Wymiary garażu: 104 cm x 113 cm x 70 cm<strong><br>
</strong></p>
<p>Rozmiar bramy garażowej: 70 cm x 37 cm</p>
<p><iframe data-placeholder-image=""https://am-robots.com/wp-content/uploads/complianz/placeholders/youtube7m1RC32inVk-maxresdefault.webp"" data-category=""marketing"" data-service=""youtube"" class=""cmplz-placeholder-element cmplz-iframe cmplz-iframe-styles cmplz-video"" data-cmplz-target=""src"" data-src-cmplz=""https://www.youtube.com/embed/7m1RC32inVk?feature=oembed"" title=""Auto-Mow My Robot Home - Plus"" width=""1080"" height=""608"" src=""about:blank"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe></p>
<p> </p>";"<h2>Opis</h2>

<p><strong>Robot i garaż – przegląd –</strong> <a href=""https://am-robots.com/wp-content/uploads/2025/10/AM-Garages-robot-compatibility-2025.xlsx""> <strong>Kliknij tutaj</strong></a></p>
<p><strong>Farba:</strong> Farba na bazie wody, Pantone 421C</p>
<p><strong><a href=""/pl/contact-us/"">Skontaktuj się z nami,</a> jeśli masz wątpliwości, które modele pasują do tego garażu, lub zobacz wymiary bramy powyżej.</strong></p>
<p>Sugerujemy pokrycie garażu warstwą farby lub oleju 2-3 razy w ciągu 5-7 lat (żywotność robota), aby zachować wysokiej jakości wygląd garażu. Częstotliwość konserwacji zależy od klimatu.</p>"
https://am-robots.com/pl/shop/garages/my-robot-home-w-automatic-door-natural/;38994299;MY ROBOT HOME z automatycznymi drzwiami - Naturalny;;118*71*18;24;Auto-Mechanical Door (RTK);186,15;148,5;;49 21 99 99 99;5744003720163;Garaże;;1;;"<p> </p>
<p><strong>Najlepszy garaż dla robotów z automatyczną bramą. MY ROBOT HOME otwiera i zamyka bramę automatycznie! </strong></p>
<p>Nie musisz programować timera - brama garażowa jest mechaniczna i łatwo ją dostosować do każdego robota kosiarki. Możesz pomalować garaż, aby nadać mu swój własny, niepowtarzalny wygląd.</p>
<p>Kosiarka robotyczna i stacja ładująca są chronione, co zapewnia robotowi wiele dodatkowych lat koszenia.</p>
<ul>
<li><strong>Drzwi mechaniczne</strong></li>
<li><strong>Otwiera i zamyka się automatycznie</strong></li>
<li><strong>Wysokiej jakości drewno</strong></li>
<li><strong>2 lata gwarancji</strong></li>
<li><strong>Chroni robota przez cały rok</strong></li>
<li><strong>Dostęp do robota od góry</strong></li>
</ul>
<p>Wymiary garażu: 86 cm x 115 cm x 70 cm<strong><br>
</strong></p>
<p>Rozmiar bramy garażowej: 68 cm x 37 cm</p>
<p><a href=""https://am-robots.com/pl/auto-mow-my-robot-home/"" target=""_blank"" rel=""noopener noreferrer"">Przeczytaj ten artykuł na stronie My Robot Home</a></p>
<p>-Patent w toku 2019 r.</p>
<p><iframe data-placeholder-image=""https://am-robots.com/wp-content/uploads/complianz/placeholders/youtubev4-zsKpAQmg-maxresdefault.webp"" data-category=""marketing"" data-service=""youtube"" class=""cmplz-placeholder-element cmplz-iframe cmplz-iframe-styles cmplz-video"" data-cmplz-target=""src"" data-src-cmplz=""https://www.youtube.com/embed/v4-zsKpAQmg?feature=oembed"" title=""MY ROBOT HOME - With automatic port"" width=""1080"" height=""608"" src=""about:blank"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></p>
<p class=""p1"">
</p>";"<h2>Opis</h2>

<p><strong>Robot i garaż – przegląd –</strong> <a href=""https://am-robots.com/wp-content/uploads/2025/10/AM-Garages-robot-compatibility-2025.xlsx""> <strong>Kliknij tutaj</strong></a></p>
<p><strong>Farba:</strong> Farba na bazie wody</p>
<p><strong><a href=""/pl/contact-us/"">Skontaktuj się z nami,</a> jeśli masz wątpliwości, które modele pasują do tego garażu lub zobacz wymiary bramy powyżej.</strong></p>
<p>Sugerujemy pokrycie garażu warstwą farby lub oleju 2-3 razy w ciągu 5-7 lat (żywotność robota), aby zachować wysokiej jakości wygląd garażu. Częstotliwość konserwacji zależy od klimatu.</p>"
https://am-robots.com/pl/shop/garages/navi-home-rtk-garage/;38983899;Navi Home (RTK Garage);;74,5*68*16.5;5;Shelter for the RTK robots;147,05;128;;44 21 99 99 99;5744003721566;Garaże;;1;;"<p><strong>Navi Home (RTK) to specjalistyczny schron zaprojektowany w celu optymalizacji odbioru sygnału dla robotów RTK i jest kompatybilny z różnymi systemami nawigacji satelitarnej.</strong></p>
<p>Jego solidna konstrukcja obejmuje boki wykonane z wytrzymałego kompozytu aluminiowego i solidny dach z PVC, zapewniając niezawodną ochronę dla robota RTK.</p>
<p>Kluczowe cechy:</p>
<ul>
<li>Kompatybilność z RTK</li>
<li>Prosta instalacja</li>
<li>Dach chroniony przed promieniowaniem UV</li>
<li>Dołączone kotwy Storm</li>
</ul>
<p>Aby uzyskać pełny przegląd numerów OEM i szczegółów produktu, zapoznaj się z dodatkowymi informacjami poniżej.</p>
<p> </p>
<p><iframe data-placeholder-image=""https://am-robots.com/wp-content/uploads/complianz/placeholders/youtubetJWswpM4U8Y-hqdefault.webp"" data-category=""marketing"" data-service=""youtube"" class=""cmplz-placeholder-element cmplz-iframe cmplz-iframe-styles cmplz-video"" data-cmplz-target=""src"" data-src-cmplz=""https://www.youtube.com/embed/tJWswpM4U8Y?feature=oembed"" title=""Navi Home (RTK Garage)"" width=""1080"" height=""608"" src=""about:blank"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></p>
<p> </p>";"<h2>Opis</h2>

<p>Montaż garażu Navi Home jest łatwy i zajmuje tylko kilka minut. Po złożeniu należy użyć dołączonych kołków, aby mocno przymocować garaż Navi Home do podłoża.</p>
<p>Górna powierzchnia zapewnia 100% przejrzystość sygnału dla anteny RTK.</p>
<p>Konstrukcja ta została opracowana we współpracy z najlepszymi dealerami Husqvarna i Segway, co świadczy o nienagannym zachowaniu sygnału.</p>
<p>Chroniony przed promieniowaniem UV dach został zaprojektowany tak, aby wytrzymać niekorzystne warunki pogodowe, zapewniając schronienie przed ulewnym deszczem i chroniąc zrobotyzowaną kosiarkę przed zużyciem spowodowanym przez słońce.</p>
<p>Dla dodatkowej wygody, górną część garażu można otworzyć, zapewniając łatwy dostęp do panelu sterowania kosiarki automatycznej. Co więcej, garaż ten wymaga niewielkiej konserwacji.</p>"
https://am-robots.com/pl/shop/garages/robot-shelter/;38969799;Schronienie dla robotów;;116*80*4;4;Fits medium size robots up to 2.000m²;68;47,7;;7606123000;5744003720101;Garaże;;1;;"<p> </p>
<p><strong>To schronienie dla robotów pasuje do robotów średniej wielkości i jest łatwe do zainstalowania w ciągu kilku minut.</strong></p>
<p>Ten garaż jest jednoczęściowy garaż i składa się łatwo do żądanej pozycji. Mocujesz go do ziemi za pomocą 4 kołków i instalacja jest gotowa. Zajmuje to nie więcej niż 1-2 minuty.</p>
<p>Schronienie dla robotów zapewnia dobrą ochronę przed promieniami UV, deszczem, wiatrem i innymi warunkami atmosferycznymi, które normalnie skróciłyby żywotność robota.</p>
<ul>
<li><strong>Brak konserwacji</strong></li>
<li><strong>Pasuje do wszystkich małych modeli kosiarek typu Robot</strong></li>
<li><strong>Montaż w ciągu kilku minut</strong></li>
<li><strong>2-letnia gwarancja</strong></li>
</ul>
<p>Przedłuż żywotność robota, dzięki naszemu garażowi dla robotów, przeznaczonemu dla wszystkich robotów średniej wielkości.</p>
<p><strong>Wymiary garażu: 75cm x 55cm x 39cm</strong></p>
<p><iframe data-placeholder-image=""https://am-robots.com/wp-content/uploads/complianz/placeholders/youtube4vAaIzbPI4w-maxresdefault.webp"" data-category=""marketing"" data-service=""youtube"" class=""cmplz-placeholder-element cmplz-iframe cmplz-iframe-styles cmplz-video"" data-cmplz-target=""src"" data-src-cmplz=""https://www.youtube.com/embed/4vAaIzbPI4w?feature=oembed"" title=""AM ROBOTS Robot Shelter"" width=""1080"" height=""608"" src=""about:blank"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></p>";"<h2>Opis</h2>

<p><strong>Wymiary</strong>: 75cm x 55cm x 39cm</p>
<p><strong>Kolor:</strong> szary</p>"
